Test Size,Solver,Alpha,Hidden Layer Size,Score
0.1,lbfgs,1e-09,"( 6.0,1.0)",0.6335877862595419
0.1,lbfgs,1e-09,"( 6.0,2.0)",0.6335877862595419
0.1,lbfgs,1e-09,"( 6.0,3.0)",0.6335877862595419
0.1,lbfgs,1e-09,"( 6.0,4.0)",0.7099236641221374
0.1,lbfgs,1e-09,"( 6.0,5.0)",0.6793893129770993
0.1,lbfgs,1e-09,"( 7.0,1.0)",0.6335877862595419
0.1,lbfgs,1e-09,"( 7.0,2.0)",0.6335877862595419
0.1,lbfgs,1e-09,"( 7.0,3.0)",0.6335877862595419
0.1,lbfgs,1e-09,"( 7.0,4.0)",0.732824427480916
0.1,lbfgs,1e-09,"( 7.0,5.0)",0.6564885496183206
0.1,lbfgs,1e-09,"( 8.0,1.0)",0.6335877862595419
0.1,lbfgs,1e-09,"( 8.0,2.0)",0.6335877862595419
0.1,lbfgs,1e-09,"( 8.0,3.0)",0.6335877862595419
0.1,lbfgs,1e-09,"( 8.0,4.0)",0.7251908396946565
0.1,lbfgs,1e-09,"( 8.0,5.0)",0.7099236641221374
0.1,lbfgs,1e-09,"( 9.0,1.0)",0.6335877862595419
0.1,lbfgs,1e-09,"( 9.0,2.0)",0.6335877862595419
0.1,lbfgs,1e-09,"( 9.0,3.0)",0.7251908396946565
0.1,lbfgs,1e-09,"( 9.0,4.0)",0.6870229007633588
0.1,lbfgs,1e-09,"( 9.0,5.0)",0.7099236641221374
0.1,lbfgs,1e-09,"( 10.0,1.0)",0.6335877862595419
0.1,lbfgs,1e-09,"( 10.0,2.0)",0.6946564885496184
0.1,lbfgs,1e-09,"( 10.0,3.0)",0.6335877862595419
0.1,lbfgs,1e-09,"( 10.0,4.0)",0.6030534351145038
0.1,lbfgs,1e-09,"( 10.0,5.0)",0.6335877862595419
0.1,lbfgs,1e-06,"( 6.0,1.0)",0.6335877862595419
0.1,lbfgs,1e-06,"( 6.0,2.0)",0.6335877862595419
0.1,lbfgs,1e-06,"( 6.0,3.0)",0.6335877862595419
0.1,lbfgs,1e-06,"( 6.0,4.0)",0.7175572519083969
0.1,lbfgs,1e-06,"( 6.0,5.0)",0.6870229007633588
0.1,lbfgs,1e-06,"( 7.0,1.0)",0.6335877862595419
0.1,lbfgs,1e-06,"( 7.0,2.0)",0.6335877862595419
0.1,lbfgs,1e-06,"( 7.0,3.0)",0.6335877862595419
0.1,lbfgs,1e-06,"( 7.0,4.0)",0.7175572519083969
0.1,lbfgs,1e-06,"( 7.0,5.0)",0.7175572519083969
0.1,lbfgs,1e-06,"( 8.0,1.0)",0.6335877862595419
0.1,lbfgs,1e-06,"( 8.0,2.0)",0.6335877862595419
0.1,lbfgs,1e-06,"( 8.0,3.0)",0.6335877862595419
0.1,lbfgs,1e-06,"( 8.0,4.0)",0.6793893129770993
0.1,lbfgs,1e-06,"( 8.0,5.0)",0.7251908396946565
0.1,lbfgs,1e-06,"( 9.0,1.0)",0.6335877862595419
0.1,lbfgs,1e-06,"( 9.0,2.0)",0.6335877862595419
0.1,lbfgs,1e-06,"( 9.0,3.0)",0.6564885496183206
0.1,lbfgs,1e-06,"( 9.0,4.0)",0.7022900763358778
0.1,lbfgs,1e-06,"( 9.0,5.0)",0.7251908396946565
0.1,lbfgs,1e-06,"( 10.0,1.0)",0.6335877862595419
0.1,lbfgs,1e-06,"( 10.0,2.0)",0.7251908396946565
0.1,lbfgs,1e-06,"( 10.0,3.0)",0.6335877862595419
0.1,lbfgs,1e-06,"( 10.0,4.0)",0.6030534351145038
0.1,lbfgs,1e-06,"( 10.0,5.0)",0.6335877862595419
0.1,lbfgs,0.001,"( 6.0,1.0)",0.6335877862595419
0.1,lbfgs,0.001,"( 6.0,2.0)",0.6335877862595419
0.1,lbfgs,0.001,"( 6.0,3.0)",0.6335877862595419
0.1,lbfgs,0.001,"( 6.0,4.0)",0.7251908396946565
0.1,lbfgs,0.001,"( 6.0,5.0)",0.6641221374045801
0.1,lbfgs,0.001,"( 7.0,1.0)",0.6335877862595419
0.1,lbfgs,0.001,"( 7.0,2.0)",0.6335877862595419
0.1,lbfgs,0.001,"( 7.0,3.0)",0.6335877862595419
0.1,lbfgs,0.001,"( 7.0,4.0)",0.7175572519083969
0.1,lbfgs,0.001,"( 7.0,5.0)",0.7022900763358778
0.1,lbfgs,0.001,"( 8.0,1.0)",0.6335877862595419
0.1,lbfgs,0.001,"( 8.0,2.0)",0.6335877862595419
0.1,lbfgs,0.001,"( 8.0,3.0)",0.6335877862595419
0.1,lbfgs,0.001,"( 8.0,4.0)",0.7251908396946565
0.1,lbfgs,0.001,"( 8.0,5.0)",0.648854961832061
0.1,lbfgs,0.001,"( 9.0,1.0)",0.6335877862595419
0.1,lbfgs,0.001,"( 9.0,2.0)",0.6335877862595419
0.1,lbfgs,0.001,"( 9.0,3.0)",0.7251908396946565
0.1,lbfgs,0.001,"( 9.0,4.0)",0.5877862595419847
0.1,lbfgs,0.001,"( 9.0,5.0)",0.7099236641221374
0.1,lbfgs,0.001,"( 10.0,1.0)",0.6335877862595419
0.1,lbfgs,0.001,"( 10.0,2.0)",0.7251908396946565
0.1,lbfgs,0.001,"( 10.0,3.0)",0.6335877862595419
0.1,lbfgs,0.001,"( 10.0,4.0)",0.6259541984732825
0.1,lbfgs,0.001,"( 10.0,5.0)",0.6335877862595419
0.1,sgd,1e-09,"( 6.0,1.0)",0.6335877862595419
0.1,sgd,1e-09,"( 6.0,2.0)",0.6564885496183206
0.1,sgd,1e-09,"( 6.0,3.0)",0.6335877862595419
0.1,sgd,1e-09,"( 6.0,4.0)",0.6641221374045801
0.1,sgd,1e-09,"( 6.0,5.0)",0.6335877862595419
0.1,sgd,1e-09,"( 7.0,1.0)",0.6335877862595419
0.1,sgd,1e-09,"( 7.0,2.0)",0.6335877862595419
0.1,sgd,1e-09,"( 7.0,3.0)",0.6335877862595419
0.1,sgd,1e-09,"( 7.0,4.0)",0.6564885496183206
0.1,sgd,1e-09,"( 7.0,5.0)",0.6335877862595419
0.1,sgd,1e-09,"( 8.0,1.0)",0.6335877862595419
0.1,sgd,1e-09,"( 8.0,2.0)",0.6946564885496184
0.1,sgd,1e-09,"( 8.0,3.0)",0.6335877862595419
0.1,sgd,1e-09,"( 8.0,4.0)",0.6259541984732825
0.1,sgd,1e-09,"( 8.0,5.0)",0.6641221374045801
0.1,sgd,1e-09,"( 9.0,1.0)",0.6335877862595419
0.1,sgd,1e-09,"( 9.0,2.0)",0.6335877862595419
0.1,sgd,1e-09,"( 9.0,3.0)",0.6106870229007634
0.1,sgd,1e-09,"( 9.0,4.0)",0.6412213740458015
0.1,sgd,1e-09,"( 9.0,5.0)",0.6335877862595419
0.1,sgd,1e-09,"( 10.0,1.0)",0.6335877862595419
0.1,sgd,1e-09,"( 10.0,2.0)",0.6183206106870229
0.1,sgd,1e-09,"( 10.0,3.0)",0.6717557251908397
0.1,sgd,1e-09,"( 10.0,4.0)",0.5877862595419847
0.1,sgd,1e-09,"( 10.0,5.0)",0.6259541984732825
0.1,sgd,1e-06,"( 6.0,1.0)",0.6335877862595419
0.1,sgd,1e-06,"( 6.0,2.0)",0.6564885496183206
0.1,sgd,1e-06,"( 6.0,3.0)",0.6335877862595419
0.1,sgd,1e-06,"( 6.0,4.0)",0.6641221374045801
0.1,sgd,1e-06,"( 6.0,5.0)",0.6335877862595419
0.1,sgd,1e-06,"( 7.0,1.0)",0.6335877862595419
0.1,sgd,1e-06,"( 7.0,2.0)",0.6335877862595419
0.1,sgd,1e-06,"( 7.0,3.0)",0.6335877862595419
0.1,sgd,1e-06,"( 7.0,4.0)",0.6564885496183206
0.1,sgd,1e-06,"( 7.0,5.0)",0.6335877862595419
0.1,sgd,1e-06,"( 8.0,1.0)",0.6335877862595419
0.1,sgd,1e-06,"( 8.0,2.0)",0.6946564885496184
0.1,sgd,1e-06,"( 8.0,3.0)",0.6335877862595419
0.1,sgd,1e-06,"( 8.0,4.0)",0.6259541984732825
0.1,sgd,1e-06,"( 8.0,5.0)",0.6641221374045801
0.1,sgd,1e-06,"( 9.0,1.0)",0.6335877862595419
0.1,sgd,1e-06,"( 9.0,2.0)",0.6335877862595419
0.1,sgd,1e-06,"( 9.0,3.0)",0.6106870229007634
0.1,sgd,1e-06,"( 9.0,4.0)",0.6412213740458015
0.1,sgd,1e-06,"( 9.0,5.0)",0.6335877862595419
0.1,sgd,1e-06,"( 10.0,1.0)",0.6335877862595419
0.1,sgd,1e-06,"( 10.0,2.0)",0.6183206106870229
0.1,sgd,1e-06,"( 10.0,3.0)",0.6717557251908397
0.1,sgd,1e-06,"( 10.0,4.0)",0.5877862595419847
0.1,sgd,1e-06,"( 10.0,5.0)",0.6259541984732825
0.1,sgd,0.001,"( 6.0,1.0)",0.6335877862595419
0.1,sgd,0.001,"( 6.0,2.0)",0.6564885496183206
0.1,sgd,0.001,"( 6.0,3.0)",0.6335877862595419
0.1,sgd,0.001,"( 6.0,4.0)",0.6641221374045801
0.1,sgd,0.001,"( 6.0,5.0)",0.6335877862595419
0.1,sgd,0.001,"( 7.0,1.0)",0.6335877862595419
0.1,sgd,0.001,"( 7.0,2.0)",0.6335877862595419
0.1,sgd,0.001,"( 7.0,3.0)",0.6335877862595419
0.1,sgd,0.001,"( 7.0,4.0)",0.6564885496183206
0.1,sgd,0.001,"( 7.0,5.0)",0.6335877862595419
0.1,sgd,0.001,"( 8.0,1.0)",0.6335877862595419
0.1,sgd,0.001,"( 8.0,2.0)",0.6946564885496184
0.1,sgd,0.001,"( 8.0,3.0)",0.6335877862595419
0.1,sgd,0.001,"( 8.0,4.0)",0.6259541984732825
0.1,sgd,0.001,"( 8.0,5.0)",0.6641221374045801
0.1,sgd,0.001,"( 9.0,1.0)",0.6335877862595419
0.1,sgd,0.001,"( 9.0,2.0)",0.6335877862595419
0.1,sgd,0.001,"( 9.0,3.0)",0.6106870229007634
0.1,sgd,0.001,"( 9.0,4.0)",0.6412213740458015
0.1,sgd,0.001,"( 9.0,5.0)",0.6335877862595419
0.1,sgd,0.001,"( 10.0,1.0)",0.6335877862595419
0.1,sgd,0.001,"( 10.0,2.0)",0.6183206106870229
0.1,sgd,0.001,"( 10.0,3.0)",0.6717557251908397
0.1,sgd,0.001,"( 10.0,4.0)",0.5877862595419847
0.1,sgd,0.001,"( 10.0,5.0)",0.6259541984732825
0.1,adam,1e-09,"( 6.0,1.0)",0.6335877862595419
0.1,adam,1e-09,"( 6.0,2.0)",0.6641221374045801
0.1,adam,1e-09,"( 6.0,3.0)",0.648854961832061
0.1,adam,1e-09,"( 6.0,4.0)",0.6335877862595419
0.1,adam,1e-09,"( 6.0,5.0)",0.6335877862595419
0.1,adam,1e-09,"( 7.0,1.0)",0.6335877862595419
0.1,adam,1e-09,"( 7.0,2.0)",0.6335877862595419
0.1,adam,1e-09,"( 7.0,3.0)",0.6946564885496184
0.1,adam,1e-09,"( 7.0,4.0)",0.6106870229007634
0.1,adam,1e-09,"( 7.0,5.0)",0.6717557251908397
0.1,adam,1e-09,"( 8.0,1.0)",0.6335877862595419
0.1,adam,1e-09,"( 8.0,2.0)",0.6335877862595419
0.1,adam,1e-09,"( 8.0,3.0)",0.6335877862595419
0.1,adam,1e-09,"( 8.0,4.0)",0.6641221374045801
0.1,adam,1e-09,"( 8.0,5.0)",0.6564885496183206
0.1,adam,1e-09,"( 9.0,1.0)",0.6335877862595419
0.1,adam,1e-09,"( 9.0,2.0)",0.6641221374045801
0.1,adam,1e-09,"( 9.0,3.0)",0.6946564885496184
0.1,adam,1e-09,"( 9.0,4.0)",0.366412213740458
0.1,adam,1e-09,"( 9.0,5.0)",0.7175572519083969
0.1,adam,1e-09,"( 10.0,1.0)",0.6335877862595419
0.1,adam,1e-09,"( 10.0,2.0)",0.6335877862595419
0.1,adam,1e-09,"( 10.0,3.0)",0.6335877862595419
0.1,adam,1e-09,"( 10.0,4.0)",0.6030534351145038
0.1,adam,1e-09,"( 10.0,5.0)",0.6946564885496184
0.1,adam,1e-06,"( 6.0,1.0)",0.6335877862595419
0.1,adam,1e-06,"( 6.0,2.0)",0.6641221374045801
0.1,adam,1e-06,"( 6.0,3.0)",0.648854961832061
0.1,adam,1e-06,"( 6.0,4.0)",0.6335877862595419
0.1,adam,1e-06,"( 6.0,5.0)",0.6335877862595419
0.1,adam,1e-06,"( 7.0,1.0)",0.6335877862595419
0.1,adam,1e-06,"( 7.0,2.0)",0.6335877862595419
0.1,adam,1e-06,"( 7.0,3.0)",0.6946564885496184
0.1,adam,1e-06,"( 7.0,4.0)",0.6106870229007634
0.1,adam,1e-06,"( 7.0,5.0)",0.6717557251908397
0.1,adam,1e-06,"( 8.0,1.0)",0.6335877862595419
0.1,adam,1e-06,"( 8.0,2.0)",0.6335877862595419
0.1,adam,1e-06,"( 8.0,3.0)",0.6335877862595419
0.1,adam,1e-06,"( 8.0,4.0)",0.6641221374045801
0.1,adam,1e-06,"( 8.0,5.0)",0.6564885496183206
0.1,adam,1e-06,"( 9.0,1.0)",0.6335877862595419
0.1,adam,1e-06,"( 9.0,2.0)",0.6641221374045801
0.1,adam,1e-06,"( 9.0,3.0)",0.6946564885496184
0.1,adam,1e-06,"( 9.0,4.0)",0.366412213740458
0.1,adam,1e-06,"( 9.0,5.0)",0.7175572519083969
0.1,adam,1e-06,"( 10.0,1.0)",0.6335877862595419
0.1,adam,1e-06,"( 10.0,2.0)",0.6335877862595419
0.1,adam,1e-06,"( 10.0,3.0)",0.6335877862595419
0.1,adam,1e-06,"( 10.0,4.0)",0.6030534351145038
0.1,adam,1e-06,"( 10.0,5.0)",0.6946564885496184
0.1,adam,0.001,"( 6.0,1.0)",0.6335877862595419
0.1,adam,0.001,"( 6.0,2.0)",0.6717557251908397
0.1,adam,0.001,"( 6.0,3.0)",0.6564885496183206
0.1,adam,0.001,"( 6.0,4.0)",0.7175572519083969
0.1,adam,0.001,"( 6.0,5.0)",0.6412213740458015
0.1,adam,0.001,"( 7.0,1.0)",0.6335877862595419
0.1,adam,0.001,"( 7.0,2.0)",0.6183206106870229
0.1,adam,0.001,"( 7.0,3.0)",0.6946564885496184
0.1,adam,0.001,"( 7.0,4.0)",0.648854961832061
0.1,adam,0.001,"( 7.0,5.0)",0.6793893129770993
0.1,adam,0.001,"( 8.0,1.0)",0.6335877862595419
0.1,adam,0.001,"( 8.0,2.0)",0.6030534351145038
0.1,adam,0.001,"( 8.0,3.0)",0.6335877862595419
0.1,adam,0.001,"( 8.0,4.0)",0.6717557251908397
0.1,adam,0.001,"( 8.0,5.0)",0.7099236641221374
0.1,adam,0.001,"( 9.0,1.0)",0.6335877862595419
0.1,adam,0.001,"( 9.0,2.0)",0.6641221374045801
0.1,adam,0.001,"( 9.0,3.0)",0.6946564885496184
0.1,adam,0.001,"( 9.0,4.0)",0.366412213740458
0.1,adam,0.001,"( 9.0,5.0)",0.7175572519083969
0.1,adam,0.001,"( 10.0,1.0)",0.6335877862595419
0.1,adam,0.001,"( 10.0,2.0)",0.6335877862595419
0.1,adam,0.001,"( 10.0,3.0)",0.6793893129770993
0.1,adam,0.001,"( 10.0,4.0)",0.6030534351145038
0.1,adam,0.001,"( 10.0,5.0)",0.6946564885496184
0.2,lbfgs,1e-09,"( 6.0,1.0)",0.5687022900763359
0.2,lbfgs,1e-09,"( 6.0,2.0)",0.5687022900763359
0.2,lbfgs,1e-09,"( 6.0,3.0)",0.5916030534351145
0.2,lbfgs,1e-09,"( 6.0,4.0)",0.7480916030534351
0.2,lbfgs,1e-09,"( 6.0,5.0)",0.7251908396946565
0.2,lbfgs,1e-09,"( 7.0,1.0)",0.5687022900763359
0.2,lbfgs,1e-09,"( 7.0,2.0)",0.5687022900763359
0.2,lbfgs,1e-09,"( 7.0,3.0)",0.5687022900763359
0.2,lbfgs,1e-09,"( 7.0,4.0)",0.732824427480916
0.2,lbfgs,1e-09,"( 7.0,5.0)",0.7557251908396947
0.2,lbfgs,1e-09,"( 8.0,1.0)",0.5687022900763359
0.2,lbfgs,1e-09,"( 8.0,2.0)",0.5687022900763359
0.2,lbfgs,1e-09,"( 8.0,3.0)",0.5687022900763359
0.2,lbfgs,1e-09,"( 8.0,4.0)",0.7557251908396947
0.2,lbfgs,1e-09,"( 8.0,5.0)",0.7519083969465649
0.2,lbfgs,1e-09,"( 9.0,1.0)",0.5687022900763359
0.2,lbfgs,1e-09,"( 9.0,2.0)",0.5687022900763359
0.2,lbfgs,1e-09,"( 9.0,3.0)",0.7022900763358778
0.2,lbfgs,1e-09,"( 9.0,4.0)",0.5687022900763359
0.2,lbfgs,1e-09,"( 9.0,5.0)",0.7480916030534351
0.2,lbfgs,1e-09,"( 10.0,1.0)",0.5687022900763359
0.2,lbfgs,1e-09,"( 10.0,2.0)",0.7442748091603053
0.2,lbfgs,1e-09,"( 10.0,3.0)",0.5687022900763359
0.2,lbfgs,1e-09,"( 10.0,4.0)",0.6297709923664122
0.2,lbfgs,1e-09,"( 10.0,5.0)",0.5687022900763359
0.2,lbfgs,1e-06,"( 6.0,1.0)",0.5687022900763359
0.2,lbfgs,1e-06,"( 6.0,2.0)",0.5687022900763359
0.2,lbfgs,1e-06,"( 6.0,3.0)",0.5916030534351145
0.2,lbfgs,1e-06,"( 6.0,4.0)",0.7213740458015268
0.2,lbfgs,1e-06,"( 6.0,5.0)",0.7251908396946565
0.2,lbfgs,1e-06,"( 7.0,1.0)",0.5687022900763359
0.2,lbfgs,1e-06,"( 7.0,2.0)",0.5687022900763359
0.2,lbfgs,1e-06,"( 7.0,3.0)",0.5687022900763359
0.2,lbfgs,1e-06,"( 7.0,4.0)",0.7709923664122137
0.2,lbfgs,1e-06,"( 7.0,5.0)",0.7595419847328244
0.2,lbfgs,1e-06,"( 8.0,1.0)",0.5687022900763359
0.2,lbfgs,1e-06,"( 8.0,2.0)",0.5687022900763359
0.2,lbfgs,1e-06,"( 8.0,3.0)",0.5687022900763359
0.2,lbfgs,1e-06,"( 8.0,4.0)",0.767175572519084
0.2,lbfgs,1e-06,"( 8.0,5.0)",0.7557251908396947
0.2,lbfgs,1e-06,"( 9.0,1.0)",0.5687022900763359
0.2,lbfgs,1e-06,"( 9.0,2.0)",0.5687022900763359
0.2,lbfgs,1e-06,"( 9.0,3.0)",0.648854961832061
0.2,lbfgs,1e-06,"( 9.0,4.0)",0.5687022900763359
0.2,lbfgs,1e-06,"( 9.0,5.0)",0.7557251908396947
0.2,lbfgs,1e-06,"( 10.0,1.0)",0.5687022900763359
0.2,lbfgs,1e-06,"( 10.0,2.0)",0.7442748091603053
0.2,lbfgs,1e-06,"( 10.0,3.0)",0.5687022900763359
0.2,lbfgs,1e-06,"( 10.0,4.0)",0.6145038167938931
0.2,lbfgs,1e-06,"( 10.0,5.0)",0.5687022900763359
0.2,lbfgs,0.001,"( 6.0,1.0)",0.5687022900763359
0.2,lbfgs,0.001,"( 6.0,2.0)",0.5687022900763359
0.2,lbfgs,0.001,"( 6.0,3.0)",0.6221374045801527
0.2,lbfgs,0.001,"( 6.0,4.0)",0.7442748091603053
0.2,lbfgs,0.001,"( 6.0,5.0)",0.7290076335877863
0.2,lbfgs,0.001,"( 7.0,1.0)",0.5687022900763359
0.2,lbfgs,0.001,"( 7.0,2.0)",0.5687022900763359
0.2,lbfgs,0.001,"( 7.0,3.0)",0.5687022900763359
0.2,lbfgs,0.001,"( 7.0,4.0)",0.7022900763358778
0.2,lbfgs,0.001,"( 7.0,5.0)",0.7633587786259542
0.2,lbfgs,0.001,"( 8.0,1.0)",0.5687022900763359
0.2,lbfgs,0.001,"( 8.0,2.0)",0.5687022900763359
0.2,lbfgs,0.001,"( 8.0,3.0)",0.5687022900763359
0.2,lbfgs,0.001,"( 8.0,4.0)",0.7557251908396947
0.2,lbfgs,0.001,"( 8.0,5.0)",0.7595419847328244
0.2,lbfgs,0.001,"( 9.0,1.0)",0.5687022900763359
0.2,lbfgs,0.001,"( 9.0,2.0)",0.5687022900763359
0.2,lbfgs,0.001,"( 9.0,3.0)",0.7557251908396947
0.2,lbfgs,0.001,"( 9.0,4.0)",0.5687022900763359
0.2,lbfgs,0.001,"( 9.0,5.0)",0.7595419847328244
0.2,lbfgs,0.001,"( 10.0,1.0)",0.5687022900763359
0.2,lbfgs,0.001,"( 10.0,2.0)",0.683206106870229
0.2,lbfgs,0.001,"( 10.0,3.0)",0.5687022900763359
0.2,lbfgs,0.001,"( 10.0,4.0)",0.6259541984732825
0.2,lbfgs,0.001,"( 10.0,5.0)",0.5687022900763359
0.2,sgd,1e-09,"( 6.0,1.0)",0.5687022900763359
0.2,sgd,1e-09,"( 6.0,2.0)",0.6145038167938931
0.2,sgd,1e-09,"( 6.0,3.0)",0.5687022900763359
0.2,sgd,1e-09,"( 6.0,4.0)",0.6183206106870229
0.2,sgd,1e-09,"( 6.0,5.0)",0.5687022900763359
0.2,sgd,1e-09,"( 7.0,1.0)",0.5687022900763359
0.2,sgd,1e-09,"( 7.0,2.0)",0.5687022900763359
0.2,sgd,1e-09,"( 7.0,3.0)",0.5687022900763359
0.2,sgd,1e-09,"( 7.0,4.0)",0.5648854961832062
0.2,sgd,1e-09,"( 7.0,5.0)",0.5763358778625954
0.2,sgd,1e-09,"( 8.0,1.0)",0.5687022900763359
0.2,sgd,1e-09,"( 8.0,2.0)",0.6603053435114504
0.2,sgd,1e-09,"( 8.0,3.0)",0.5687022900763359
0.2,sgd,1e-09,"( 8.0,4.0)",0.6297709923664122
0.2,sgd,1e-09,"( 8.0,5.0)",0.6068702290076335
0.2,sgd,1e-09,"( 9.0,1.0)",0.5687022900763359
0.2,sgd,1e-09,"( 9.0,2.0)",0.5687022900763359
0.2,sgd,1e-09,"( 9.0,3.0)",0.6030534351145038
0.2,sgd,1e-09,"( 9.0,4.0)",0.5687022900763359
0.2,sgd,1e-09,"( 9.0,5.0)",0.683206106870229
0.2,sgd,1e-09,"( 10.0,1.0)",0.5687022900763359
0.2,sgd,1e-09,"( 10.0,2.0)",0.6259541984732825
0.2,sgd,1e-09,"( 10.0,3.0)",0.6297709923664122
0.2,sgd,1e-09,"( 10.0,4.0)",0.6106870229007634
0.2,sgd,1e-09,"( 10.0,5.0)",0.6183206106870229
0.2,sgd,1e-06,"( 6.0,1.0)",0.5687022900763359
0.2,sgd,1e-06,"( 6.0,2.0)",0.6145038167938931
0.2,sgd,1e-06,"( 6.0,3.0)",0.5687022900763359
0.2,sgd,1e-06,"( 6.0,4.0)",0.6183206106870229
0.2,sgd,1e-06,"( 6.0,5.0)",0.5687022900763359
0.2,sgd,1e-06,"( 7.0,1.0)",0.5687022900763359
0.2,sgd,1e-06,"( 7.0,2.0)",0.5687022900763359
0.2,sgd,1e-06,"( 7.0,3.0)",0.5687022900763359
0.2,sgd,1e-06,"( 7.0,4.0)",0.5648854961832062
0.2,sgd,1e-06,"( 7.0,5.0)",0.5763358778625954
0.2,sgd,1e-06,"( 8.0,1.0)",0.5687022900763359
0.2,sgd,1e-06,"( 8.0,2.0)",0.6603053435114504
0.2,sgd,1e-06,"( 8.0,3.0)",0.5687022900763359
0.2,sgd,1e-06,"( 8.0,4.0)",0.6297709923664122
0.2,sgd,1e-06,"( 8.0,5.0)",0.6068702290076335
0.2,sgd,1e-06,"( 9.0,1.0)",0.5687022900763359
0.2,sgd,1e-06,"( 9.0,2.0)",0.5687022900763359
0.2,sgd,1e-06,"( 9.0,3.0)",0.6030534351145038
0.2,sgd,1e-06,"( 9.0,4.0)",0.5687022900763359
0.2,sgd,1e-06,"( 9.0,5.0)",0.683206106870229
0.2,sgd,1e-06,"( 10.0,1.0)",0.5687022900763359
0.2,sgd,1e-06,"( 10.0,2.0)",0.6259541984732825
0.2,sgd,1e-06,"( 10.0,3.0)",0.6297709923664122
0.2,sgd,1e-06,"( 10.0,4.0)",0.6106870229007634
0.2,sgd,1e-06,"( 10.0,5.0)",0.6183206106870229
0.2,sgd,0.001,"( 6.0,1.0)",0.5687022900763359
0.2,sgd,0.001,"( 6.0,2.0)",0.6145038167938931
0.2,sgd,0.001,"( 6.0,3.0)",0.5687022900763359
0.2,sgd,0.001,"( 6.0,4.0)",0.6183206106870229
0.2,sgd,0.001,"( 6.0,5.0)",0.5687022900763359
0.2,sgd,0.001,"( 7.0,1.0)",0.5687022900763359
0.2,sgd,0.001,"( 7.0,2.0)",0.5687022900763359
0.2,sgd,0.001,"( 7.0,3.0)",0.5687022900763359
0.2,sgd,0.001,"( 7.0,4.0)",0.5648854961832062
0.2,sgd,0.001,"( 7.0,5.0)",0.5763358778625954
0.2,sgd,0.001,"( 8.0,1.0)",0.5687022900763359
0.2,sgd,0.001,"( 8.0,2.0)",0.6603053435114504
0.2,sgd,0.001,"( 8.0,3.0)",0.5687022900763359
0.2,sgd,0.001,"( 8.0,4.0)",0.6297709923664122
0.2,sgd,0.001,"( 8.0,5.0)",0.6068702290076335
0.2,sgd,0.001,"( 9.0,1.0)",0.5687022900763359
0.2,sgd,0.001,"( 9.0,2.0)",0.5687022900763359
0.2,sgd,0.001,"( 9.0,3.0)",0.6030534351145038
0.2,sgd,0.001,"( 9.0,4.0)",0.5687022900763359
0.2,sgd,0.001,"( 9.0,5.0)",0.6908396946564885
0.2,sgd,0.001,"( 10.0,1.0)",0.5687022900763359
0.2,sgd,0.001,"( 10.0,2.0)",0.6259541984732825
0.2,sgd,0.001,"( 10.0,3.0)",0.6297709923664122
0.2,sgd,0.001,"( 10.0,4.0)",0.6106870229007634
0.2,sgd,0.001,"( 10.0,5.0)",0.6183206106870229
0.2,adam,1e-09,"( 6.0,1.0)",0.5687022900763359
0.2,adam,1e-09,"( 6.0,2.0)",0.6030534351145038
0.2,adam,1e-09,"( 6.0,3.0)",0.5916030534351145
0.2,adam,1e-09,"( 6.0,4.0)",0.6221374045801527
0.2,adam,1e-09,"( 6.0,5.0)",0.5648854961832062
0.2,adam,1e-09,"( 7.0,1.0)",0.5687022900763359
0.2,adam,1e-09,"( 7.0,2.0)",0.5687022900763359
0.2,adam,1e-09,"( 7.0,3.0)",0.732824427480916
0.2,adam,1e-09,"( 7.0,4.0)",0.6297709923664122
0.2,adam,1e-09,"( 7.0,5.0)",0.6259541984732825
0.2,adam,1e-09,"( 8.0,1.0)",0.5687022900763359
0.2,adam,1e-09,"( 8.0,2.0)",0.5992366412213741
0.2,adam,1e-09,"( 8.0,3.0)",0.5687022900763359
0.2,adam,1e-09,"( 8.0,4.0)",0.6717557251908397
0.2,adam,1e-09,"( 8.0,5.0)",0.6603053435114504
0.2,adam,1e-09,"( 9.0,1.0)",0.5687022900763359
0.2,adam,1e-09,"( 9.0,2.0)",0.6450381679389313
0.2,adam,1e-09,"( 9.0,3.0)",0.7022900763358778
0.2,adam,1e-09,"( 9.0,4.0)",0.4312977099236641
0.2,adam,1e-09,"( 9.0,5.0)",0.7175572519083969
0.2,adam,1e-09,"( 10.0,1.0)",0.5687022900763359
0.2,adam,1e-09,"( 10.0,2.0)",0.6297709923664122
0.2,adam,1e-09,"( 10.0,3.0)",0.5687022900763359
0.2,adam,1e-09,"( 10.0,4.0)",0.6297709923664122
0.2,adam,1e-09,"( 10.0,5.0)",0.6679389312977099
0.2,adam,1e-06,"( 6.0,1.0)",0.5687022900763359
0.2,adam,1e-06,"( 6.0,2.0)",0.6030534351145038
0.2,adam,1e-06,"( 6.0,3.0)",0.5916030534351145
0.2,adam,1e-06,"( 6.0,4.0)",0.6221374045801527
0.2,adam,1e-06,"( 6.0,5.0)",0.5648854961832062
0.2,adam,1e-06,"( 7.0,1.0)",0.5687022900763359
0.2,adam,1e-06,"( 7.0,2.0)",0.5687022900763359
0.2,adam,1e-06,"( 7.0,3.0)",0.732824427480916
0.2,adam,1e-06,"( 7.0,4.0)",0.6297709923664122
